name,,location,address,,,,,food,cost ,,tablebooking,onlinedelivery,,,,rating,,Rating text,cuisines,food,cost
Jungle Jamboree,,Gurgaon,"2nd Floor, SCO 61, Sector 29, Gurgaon",,,,,"Continental, Chinese, Thai, Mughlai, North Indian",1500,,Yes,No,,,,3.8,,Good,,"Continental, Chinese, Thai, Mughlai, North Indian",1500
McDonald's,,Gurgaon,"SCO 36, Main Market, Sector 29, Gurgaon",,,,,"Fast Food, Burger",500,,No,Yes,,,,3.5,,Good,,"Fast Food, Burger",500
My Bar Headquarters By Dockyard,,Gurgaon,"SCO 53, Sector 29, Gurgaon",,,,,"Continental, North Indian, Chinese, European, Asian",1500,,Yes,No,,,,3.9,,Good,,"Continental, North Indian, Chinese, European, Asian",1500
Punjabi by Nature,,Gurgaon,"SCO 19, 1st Floor, Main Market, Sector 29, Gurgaon",,,,,North Indian,1500,,Yes,Yes,,,,3.6,,Good,,North Indian,1500
Sandys Cocktails & Kitchen,,Gurgaon,"SCO 388, Near IFFCO Metro Station, Sector 29, Gurgaon",,,,,"Asian, European",1800,,Yes,Yes,,,,3.9,,Good,,"Asian, European",1800
Sense Of Spirits,,Gurgaon,"SCO 11-12, 1st Floor, Main Market, Sector 29, Gurgaon",,,,,"North Indian, Chinese, Continental, Thai",1200,,Yes,No,,,,3.9,,Good,,"North Indian, Chinese, Continental, Thai",1200
Starbucks,,Gurgaon,"SCO 39, Ground Floor, Main Market, Sector 29, Gurgaon",,,,,Cafe,700,,No,No,,,,3.7,,Good,,Cafe,700
Swagath,,Gurgaon,"SCO 16-17, Main Market, Sector 29, Gurgaon",,,,,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,,Yes,No,,,,3.6,,Good,,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500
The Old School Brew House,,Gurgaon,"SCO 56, 4th Floor, Sector 29, Gurgaon",,,,,"Continental, Burger, Pizza, North Indian, European, Finger Food",2000,,Yes,No,,,,3.9,,Good,,"Continental, Burger, Pizza, North Indian, European, Finger Food",2000
Barcelos,,Gurgaon,"SCO 22, Main Market, Sector 29, Gurgaon",,,,,"Portuguese, African, Lebanese",1400,,Yes,No,,,,4,,Very Good,,"Portuguese, African, Lebanese",1400
Boombox Brewstreet,,Gurgaon,"SCO 53, 1st Floor, Main Market, Sector 29, Gurgaon",,,,,"North Indian, Italian, Chinese, American",1600,,Yes,No,,,,4.4,,Very Good,,"North Indian, Italian, Chinese, American",1600
BRONX Bar Exchange,,Gurgaon,"SCO 38, Main Market, Sector 29, Gurgaon",,,,,"Chinese, Continental, North Indian, Mexican",2100,,No,No,,,,4.1,,Very Good,,"Chinese, Continental, North Indian, Mexican",2100
Djinggs,,Gurgaon,"SCO 53, 3rd Floor, Sector 29, Gurgaon",,,,,"Asian, Seafood",1500,,No,No,,,,4.1,,Very Good,,"Asian, Seafood",1500
Downtown - Diners & Living Beer Cafe,,Gurgaon,"SCO 34, Main Market, Sector 29, Gurgaon",,,,,"North Indian, Chinese, Italian, Continental",1800,,No,No,,,,4.4,,Very Good,,"North Indian, Chinese, Italian, Continental",1800
Drifters Cafe,,Gurgaon,"Location Varies, Sector 29, Gurgaon",,,,,"Chinese, Thai, Asian",400,,No,No,,,,4.1,,Very Good,,"Chinese, Thai, Asian",400
Gung The Palace,,Gurgaon,"SCO 28, Main Market, Sector 29, Gurgaon",,,,,Korean,2500,,Yes,Yes,,,,4.2,,Very Good,,Korean,2500
Magadh and Awadh,,Gurgaon,"SCO 396, Near IFFCO Chowk Metro Station, Sector 29, Gurgaon",,,,,"Bihari, Lucknowi, North Indian",1200,,Yes,Yes,,,,4,,Very Good,,"Bihari, Lucknowi, North Indian",1200
Mamagoto,,Gurgaon,"SCO 56, City Centre, Sector 29, Gurgaon",,,,,"Asian, Thai, Chinese",1600,,Yes,Yes,,,,4.1,,Very Good,,"Asian, Thai, Chinese",1600
Molecule Air Bar,,Gurgaon,"4th Floor, SCO 53, Main Market, Sector 29, Gurgaon",,,,,"Continental, North Indian, Italian, Chinese",1500,,Yes,No,,,,4.2,,Very Good,,"Continental, North Indian, Italian, Chinese",1500
Nagai,,Gurgaon,"SCO 305, Ground Floor, Huda Gymkhana Road, Behind The Pllazio Hotel, Sector 29, Gurgaon",,,,,"Japanese, Sushi",3300,,No,No,,,,4.3,,Very Good,,"Japanese, Sushi",3300
PitStop BrewPub,,Gurgaon,"Oysters Beach, Sector 29, Gurgaon",,,,,"Continental, Italian, North Indian, Mughlai",1250,,Yes,No,,,,4.4,,Very Good,,"Continental, Italian, North Indian, Mughlai",1250
The Classroom,,Gurgaon,"Main Market, Sector 29, Gurgaon",,,,,"North Indian, Italian, Parsi, Asian, Kerala",1200,,Yes,No,,,,4.4,,Very Good,,"North Indian, Italian, Parsi, Asian, Kerala",1200
buÌ©no,,Gurgaon,"108, Vijay Vihar, Silokhera Road, Near BPTP Park Centra Building, Sector 30, Gurgaon",,,,,"Healthy Food, Cafe, Desserts, Italian, Bakery",650,,No,Yes,,,,3.8,,Good,,"Healthy Food, Cafe, Desserts, Italian, Bakery",650
Bottles and Barrels,,Gurgaon,"2nd Floor, Star Tower, Exit 8, NH-8, Sector 30, Gurgaon",,,,,"North Indian, Asian, Italian",1850,,Yes,No,,,,4,,Very Good,,"North Indian, Asian, Italian",1850
A One Rasoi,,Gurgaon,"Shop 53, HUDA Market, Sector 40, Near, Sector 31, Gurgaon",,,,,North Indian,500,,No,No,,,,3.1,,Average,,North Indian,500
Angeethi,,Gurgaon,"200, Main Market, Sector 31, Gurgaon",,,,,"North Indian, Chinese, Mughlai",450,,No,No,,,,2.7,,Average,,"North Indian, Chinese, Mughlai",450
Burger Point,,Gurgaon,"Shop 163, HUDA Market, Sector 31, Gurgaon",,,,,"Burger, Fast Food",300,,No,No,,,,2.7,,Average,,"Burger, Fast Food",300
Cafe Coffee Day,,Gurgaon,"SCO-24, Main Market, Sector 31, Gurgaon",,,,,Cafe,450,,No,No,,,,3.1,,Average,,Cafe,450
Cake Castle,,Gurgaon,"117/184, Main Market, Sector 31, Gurgaon",,,,,"Bakery, Fast Food",250,,No,Yes,,,,3.2,,Average,,"Bakery, Fast Food",250
CHA,,Gurgaon,"Shop 99, HUDA Market, Sector 32, Near Sector 31, Gurgaon",,,,,"Beverages, Fast Food",200,,No,No,,,,3.2,,Average,,"Beverages, Fast Food",200
Chai Point,,Gurgaon,"3rd Floor, Tower A3, DLF Silokhera, Sector 30, Gurgaon",,,,,"Tea, Fast Food",200,,No,Yes,,,,2.9,,Average,,"Tea, Fast Food",200
Fees - The Cloud Kitchen,,Gurgaon,"1010, Sector 31, Gurgaon",,,,,"North Indian, Mughlai",850,,No,No,,,,2.9,,Average,,"North Indian, Mughlai",850
Food Ka Mood,,Gurgaon,"Shop 94-95, HUDA Market, Sector 40, Near, Sector 31, Gurgaon",,,,,"North Indian, Chinese",500,,No,Yes,,,,3.1,,Average,,"North Indian, Chinese",500
Frozen Factory,,Gurgaon,"Near Cut and Style, Sector 31, Gurgaon",,,,,"Desserts, Beverages",200,,No,No,,,,3.1,,Average,,"Desserts, Beverages",200
Goli Vada Pav No. 1,,Gurgaon,"Shop 212, Sector 31-32 A HUDA Market, Sector 31, Gurgaon",,,,,Street Food,150,,No,Yes,,,,3.1,,Average,,Street Food,150
Green Chick Chop,,Gurgaon,"108, Opposite Corporation Bank, HUDA Market, Sector 31, Gurgaon",,,,,"Raw Meats, North Indian, Fast Food",350,,No,No,,,,3.1,,Average,,"Raw Meats, North Indian, Fast Food",350
Harichatni.com,,Gurgaon,"Shop 15, Huda Market, Sector 31, Gurgaon",,,,,"North Indian, Street Food",500,,No,No,,,,2.9,,Average,,"North Indian, Street Food",500
Kk Chaap Express,,Gurgaon,"HUDA Market, Sector 31, Gurgaon",,,,,"Fast Food, North Indian",250,,No,No,,,,3.3,,Average,,"Fast Food, North Indian",250
Latenight.in,,Gurgaon,"147, Sector 31, Gurgaon",,,,,"North Indian, Biryani, Chinese",600,,No,Yes,,,,3,,Average,,"North Indian, Biryani, Chinese",600
Mitran Da Junction,,Gurgaon,"Shop 57, Near Subway Market, Sector 31, Gurgaon",,,,,North Indian,500,,No,No,,,,2.7,,Average,,North Indian,500
Mogambo Kitchen,,Gurgaon,"961, Sector 40, Near Sector 31, Gurgaon",,,,,"North Indian, Fast Food",350,,No,No,,,,3.1,,Average,,"North Indian, Fast Food",350
Mother Ringlet,,Gurgaon,"Shop 211, Huda Market, Sector 31, Gurgaon",,,,,"North Indian, Chinese",450,,No,No,,,,2.5,,Average,,"North Indian, Chinese",450
Sna-X Point,,Gurgaon,"Shop 109, HUDA Market, Sector 40, Near, Sector 31, Gurgaon",,,,,"Fast Food, Chinese",300,,No,No,,,,3.2,,Average,,"Fast Food, Chinese",300
Wow! Momo,,Gurgaon,"Shop 214, Huda Market, Sector 31, Gurgaon",,,,,"Chinese, Tibetan",400,,No,No,,,,2.9,,Average,,"Chinese, Tibetan",400
Yashna,,Gurgaon,"Shop 199, Main Market, Sector 31, Gurgaon",,,,,"North Indian, Mughlai",500,,No,Yes,,,,2.8,,Average,,"North Indian, Mughlai",500
Twigly,,Gurgaon,"Huda Market, Sector 46, Near Sector 31, Gurgaon",,,,,"Asian, Continental, Fast Food",500,,No,Yes,,,,4.5,,Excellent,,"Asian, Continental, Fast Food",500
Bakers Oven,,Gurgaon,"141, Sector 31-32 A, Sector 31, Gurgaon",,,,,"Bakery, Desserts",600,,No,Yes,,,,3.6,,Good,,"Bakery, Desserts",600
Dilli 6 On Wheels,,Gurgaon,"Shop 84, 85, 86 & 87, HUDA Shopping Complex, Near Medanta Hospital, Sector 32, Near, Sector 31, Gurgaon",,,,,"North Indian, Chinese",250,,No,Yes,,,,3.8,,Good,,"North Indian, Chinese",250
La Pino'z Pizza,,Gurgaon,"Shop 19, 1st floor, Sector 31, Gurgaon",,,,,"Pizza, Italian",650,,Yes,Yes,,,,3.5,,Good,,"Pizza, Italian",650
LeanBodyMeals,,Gurgaon,"Sector 31, Gurgaon",,,,,"Healthy Food, Salad, Italian, Continental",600,,No,Yes,,,,3.9,,Good,,"Healthy Food, Salad, Italian, Continental",600
Om Sweets & Snacks,,Gurgaon,"SCO 17, Main Market, Sector 31, Gurgaon",,,,,"North Indian, South Indian, Street Food, Mithai",500,,No,Yes,,,,3.5,,Good,,"North Indian, South Indian, Street Food, Mithai",500
Tasty Tweets,,Gurgaon,"118, HUDA Market, Sector 31, Gurgaon",,,,,Bakery,400,,No,Yes,,,,3.9,,Good,,Bakery,400
The Kathi Rolls,,Gurgaon,"Shop 150, HUDA Market, Sector 31, Gurgaon",,,,,Fast Food,400,,No,Yes,,,,3.5,,Good,,Fast Food,400
Bite N Sip,,Gurgaon,"Shop 124, Huda Market, Sector 40, Near, Sector 31, Gurgaon",,,,,"Fast Food, Chinese",350,,No,No,,,,0,,Not rated,,"Fast Food, Chinese",350
Burger Joint,,Gurgaon,"Shop 46, Huda Market Sector 40, Near Sector 31, Gurgaon",,,,,Fast Food,300,,No,No,,,,0,,Not rated,,Fast Food,300
Dilli Light,,Gurgaon,"40, 1st Floor, Sector 31, Gurgaon",,,,,"North Indian, Chinese",600,,No,No,,,,0,,Not rated,,"North Indian, Chinese",600
Love Desserts,,Gurgaon,"Sector 40, Near Sector 45, Gurgaon",,,,,Bakery,600,,No,No,,,,0,,Not rated,,Bakery,600
Flying Cakes,,Gurgaon,"Main Huda Market, Sector 40, Near, Sector 31, Gurgaon",,,,,Bakery,350,,No,Yes,,,,2.4,,Poor,,Bakery,350
Bikkgane Biryani,,Gurgaon,"SCO 6, HUDA Market, Sector 31, Gurgaon",,,,,"Biryani, North Indian, Hyderabadi",800,,Yes,Yes,,,,4,,Very Good,,"Biryani, North Indian, Hyderabadi",800
Cafeast,,Gurgaon,"Next to ITC Green Centre, Institutional Area, Sector 32, Near, Sector 39, Gurgaon",,,,,"North Indian, Chinese",500,,No,No,,,,3,,Average,,"North Indian, Chinese",500
Yomo-Your Only Momo Outlet,,Gurgaon,"Unitech Cyber Park, Sector 39, Gurgaon",,,,,Fast Food,150,,No,No,,,,3,,Average,,Fast Food,150
Afghan Indian,,Gurgaon,"1, V&D Tower Jharsa, Opposite Medicity Hospital, Sector 39, Gurgaon",,,,,Afghani,500,,No,No,,,,0,,Not rated,,Afghani,500
Al Fanoos,,Gurgaon,"VPO Jharsa, Sector 39, Gurgaon",,,,,"Afghani, North Indian",900,,No,No,,,,0,,Not rated,,"Afghani, North Indian",900
Alwar Sweets & Namkeen,,Gurgaon,"Shop 45-46, HUDA Market, Sector 39, Gurgaon",,,,,"Mithai, Street Food",150,,No,No,,,,0,,Not rated,,"Mithai, Street Food",150
Baskin Robbins,,Gurgaon,"Shop 1, Plot 1-A, Circular Road, New Colony, Sector 39, Gurgaon",,,,,Ice Cream,300,,No,No,,,,0,,Not rated,,Ice Cream,300
Bisht Food Court,,Gurgaon,"Huda Market, Sector 32, Near Sector 39, Gurgaon",,,,,"Fast Food, Chinese",200,,No,No,,,,0,,Not rated,,"Fast Food, Chinese",200
Burj Al Arab,,Gurgaon,"Shop 1&2, Dharam Tower, Opposite Medanta Hospital, Jharsa Village, Sector 39, Gurgaon",,,,,Afghani,700,,No,No,,,,0,,Not rated,,Afghani,700
Chinese Chilli Sizllers,,Gurgaon,"Near City Centre Mall, Sector 39, Gurgaon",,,,,Chinese,250,,No,No,,,,0,,Not rated,,Chinese,250
Costa Coffee,,Gurgaon,"Upper Ground Floor, Medanta - The Medicity Hospital, Sector 38, Near Sector 39, Gurgaon",,,,,Cafe,600,,No,No,,,,0,,Not rated,,Cafe,600
Costa Coffee,,Gurgaon,"Medanta - The Medicity Hospital, Sector 38, Near Sector 39, Gurgaon",,,,,Cafe,600,,No,No,,,,0,,Not rated,,Cafe,600
Desi Bites,,Gurgaon,"Plot 410, Near Medanta, Sector 39, Gurgaon",,,,,"North Indian, Fast Food",400,,No,No,,,,0,,Not rated,,"North Indian, Fast Food",400
Fresh Food,,Gurgaon,"Q 292, Sector 40, Near Sector 39, Gurgaon",,,,,North Indian,200,,No,No,,,,0,,Not rated,,North Indian,200
Kwality Restaurant,,Gurgaon,"Shop 91,92, Huda Market Sector 32, Near Sector 39, Gurgaon",,,,,"North Indian, Chinese",400,,No,No,,,,0,,Not rated,,"North Indian, Chinese",400
Kwality Wall's Swirl's,,Gurgaon,"Ground Floor, Tower B, Cyber Park, Sector 39, Gurgaon",,,,,Ice Cream,200,,No,No,,,,0,,Not rated,,Ice Cream,200
Nehra's Food Point,,Gurgaon,"Opposite Unitech Cyber Park, Sector 39, Gurgaon",,,,,Chinese,350,,No,No,,,,0,,Not rated,,Chinese,350
Orange Food Cart,,Gurgaon,"Opposite Medicity Hospital, Sector 39, Gurgaon",,,,,Chinese,200,,No,No,,,,0,,Not rated,,Chinese,200
Royal Sweets,,Gurgaon,"Near Gurudwara, Opposite Medanta Hospital, Sector 39, Gurgaon",,,,,"North Indian, Mithai, Chinese",500,,No,No,,,,0,,Not rated,,"North Indian, Mithai, Chinese",500
Shree Annapurna,,Gurgaon,"Opposite Medicity Hospital, Sector 39, Gurgaon",,,,,"Chinese, North Indian",200,,No,No,,,,0,,Not rated,,"Chinese, North Indian",200
Underground Restaurant,,Gurgaon,"Adjacent Unitech Cyber Park, Opposite HSBC Building, Sector 39, Gurgaon",,,,,"Chinese, North Indian",600,,No,No,,,,0,,Not rated,,"Chinese, North Indian",600
Midnight Sutra,,Gurgaon,"Near Paras Hospital, Sector 43, Gurgaon",,,,,"North Indian, Fast Food",600,,No,Yes,,,,3,,Average,,"North Indian, Fast Food",600
Paddy's - The Grub Grill,,Gurgaon,"Fuel Nation Petrol Pump, Opposite Ardee City Gate 2, Sector 52A, Near, Sector 43, Gurgaon",,,,,"North Indian, Chinese, Fast Food",600,,No,Yes,,,,3.2,,Average,,"North Indian, Chinese, Fast Food",600
Sugar Rush By Saiba,,Gurgaon,"The Icon, Sector 43, Gurgaon",,,,,"Bakery, Desserts",400,,No,No,,,,4.1,,Very Good,,"Bakery, Desserts",400
Bamboo House,,Gurgaon,"Shop 97, HUDA Market, Sector 46, Near Sector 45, Gurgaon",,,,,"Chinese, Thai",550,,No,Yes,,,,3.4,,Average,,"Chinese, Thai",550
Burger Unlimited Kitchen,,Gurgaon,"Shop 78, HUDA Market, Sector 46, Near Sector 45, Gurgaon",,,,,"North Indian, Chinese, Fast Food",600,,No,Yes,,,,3.2,,Average,,"North Indian, Chinese, Fast Food",600
Cafeteria Point,,Gurgaon,"SCO 4, HUDA Market, Sector 46, Near Sector 45, Gurgaon",,,,,Cafe,500,,No,Yes,,,,3.2,,Average,,Cafe,500
Choudhary Gohana Famous Jalebi,,Gurgaon,"Shop 3, Near Vita Booth, Huda Market, Sector 45, Gurgaon",,,,,"Mithai, Street Food",200,,No,No,,,,3.2,,Average,,"Mithai, Street Food",200
Curry N' Tandoor,,Gurgaon,"Shop 41, Huda Market, Sector 46, Near Sector 45, Gurgaon",,,,,"Mughlai, North Indian",500,,No,No,,,,3.2,,Average,,"Mughlai, North Indian",500
Dawat-e-Ishq,,Gurgaon,"Shop 96, HUDA Market, Sector 45, Gurgaon",,,,,"North Indian, Chinese",600,,No,Yes,,,,3.3,,Average,,"North Indian, Chinese",600
Delish Bake N Choc,,Gurgaon,"Shop 108 & 109, HUDA Market, Sector 46, Near Sector 45, Gurgaon",,,,,"Bakery, Fast Food",250,,No,No,,,,2.9,,Average,,"Bakery, Fast Food",250
Flavours,,Gurgaon,"Shop number 59, HUDA Market, Sector 46, Gurgaon, Sector 45, Gurgaon",,,,,"North Indian, Chinese, Mughlai",600,,No,No,,,,3.3,,Average,,"North Indian, Chinese, Mughlai",600
Om Sweets & Snacks,,Gurgaon,"Shop 135, Huda Market Sector 46, Near, Sector 45, Gurgaon",,,,,"North Indian, South Indian, Street Food, Mithai",500,,No,Yes,,,,2.8,,Average,,"North Indian, South Indian, Street Food, Mithai",500
Om Sweets,,Gurgaon,"SCO 141 & 142, Huda Market, Sector 46, Near, Sector 45, Gurgaon",,,,,"Mithai, North Indian, South Indian, Chinese",300,,No,Yes,,,,3.2,,Average,,"Mithai, North Indian, South Indian, Chinese",300
Raj Restaurant,,Gurgaon,"Next to Discovery Wines, Village Kanhai, Sector 45, Gurgaon",,,,,"North Indian, Mughlai",700,,No,No,,,,3.1,,Average,,"North Indian, Mughlai",700
Tasha's Artisan Foods,,Gurgaon,"E-15, Greenwoods City, Sector 45, Gurgaon Near Sector 45",,,,,"Bakery, Desserts",200,,No,No,,,,3.2,,Average,,"Bakery, Desserts",200
Urban Kitchen,,Gurgaon,"Shop 93, HUDA Market, Sector 46,Near Sector 45, Gurgaon",,,,,"North Indian, Chinese, Mughlai",500,,No,Yes,,,,3.2,,Average,,"North Indian, Chinese, Mughlai",500
Nite Bites,,Gurgaon,"Sector 45, Gurgaon",,,,,"North Indian, Chinese, Continental",650,,No,Yes,,,,3.7,,Good,,"North Indian, Chinese, Continental",650
Apna Dabba,,Gurgaon,"Basement, 1346, Opposite Delhi Public School, Sector 45, Gurgaon",,,,,North Indian,200,,No,No,,,,0,,Not rated,,North Indian,200
BiBo's Kitchen,,Gurgaon,"Sector 45, Gurgaon",,,,,"Bengali, North Indian",350,,No,No,,,,0,,Not rated,,"Bengali, North Indian",350
Burger Point,,Gurgaon,"Shop 37, Huda Market Sector 46, Near Sector 45, Gurgaon",,,,,"Burger, Fast Food",300,,No,No,,,,0,,Not rated,,"Burger, Fast Food",300
Cherry Crossing Foods,,Gurgaon,"Sector 45, Gurgaon",,,,,North Indian,300,,No,No,,,,0,,Not rated,,North Indian,300
Chinese Fast Food,,Gurgaon,"Village Kanhai Ramlila Ground, Opposite Shiv Mandir, Sector 45, Gurgaon",,,,,Chinese,250,,No,No,,,,0,,Not rated,,Chinese,250
Chinese Food,,Gurgaon,"Sector 45, Gurgaon",,,,,Chinese,200,,No,No,,,,0,,Not rated,,Chinese,200
Chop Shop,,Gurgaon,"Shop 65, HUDA Market, Sector 45, Gurgaon",,,,,"Raw Meats, Fast Food",250,,No,No,,,,0,,Not rated,,"Raw Meats, Fast Food",250
Dhara,,Gurgaon,"Sector 45, Gurgaon",,,,,"North Indian, Fast Food, South Indian",400,,No,No,,,,0,,Not rated,,"North Indian, Fast Food, South Indian",400
Foody Goody,,Gurgaon,"Plot 1991, Sector 45, Gurgaon",,,,,North Indian,300,,No,No,,,,0,,Not rated,,North Indian,300
Kehar Sweets And Snacks,,Gurgaon,"Shop 43, HUDA Market, Sector 45, Gurgaon",,,,,"Mithai, Street Food",100,,No,No,,,,0,,Not rated,,"Mithai, Street Food",100
Muskan Chicken Biryani,,Gurgaon,"Green Wood Plaza, Sector 45, Gurgaon",,,,,Biryani,200,,No,No,,,,0,,Not rated,,Biryani,200
Shakes Cakes 'n' More,,Gurgaon,"24, Ground Floor, Greenwood Plaza, Sector 45, Gurgaon",,,,,"Bakery, Desserts",150,,No,No,,,,0,,Not rated,,"Bakery, Desserts",150
Shri Sai Kirpa Food,,Gurgaon,"Opposite Shiv Mandir, Sector 45, Gurgaon",,,,,North Indian,400,,No,No,,,,0,,Not rated,,North Indian,400
Sufiya Hotel,,Gurgaon,"Near Ramada Hotel, Sector 45, Gurgaon",,,,,"Mughlai, North Indian",250,,No,No,,,,0,,Not rated,,"Mughlai, North Indian",250
The Breakfast Bite,,Gurgaon,"Near Delhi Public School, Sector 45, Gurgaon",,,,,"North Indian, South Indian",300,,No,No,,,,0,,Not rated,,"North Indian, South Indian",300
Veg Hut,,Gurgaon,"Near Ramada Hotel, Sector 45, Gurgaon",,,,,North Indian,350,,No,No,,,,0,,Not rated,,North Indian,350
Raj Restaurant,,Gurgaon,"10, Green Woods Plaza, Green Wood City, Sector 45, Gurgaon",,,,,"Chinese, North Indian, Mughlai",700,,No,Yes,,,,2.4,,Poor,,"Chinese, North Indian, Mughlai",700
Burger Hut,,Gurgaon,"Shop 4, HUDA Market, Sector 5, Gurgaon",,,,,"Burger, Fast Food, Chinese",300,,No,No,,,,2.8,,Average,,"Burger, Fast Food, Chinese",300
Dancing Turkeys,,Gurgaon,"Shop 8-10, Samaspur Market, Sector 51, Tigra Road, Near Sector 50, Gurgaon",,,,,Continental,800,,No,No,,,,3.3,,Average,,Continental,800
The Pack King,,Gurgaon,"Plot 46, Sector 51, Near Sector 50, Gurgaon",,,,,North Indian,400,,No,No,,,,0,,Not rated,,North Indian,400
Bikaner Misthan Bhandar,,Gurgaon,"Main Market, Wazirabad, Sector 52, Near, Sector 53, Gurgaon",,,,,"Mithai, Street Food",350,,No,No,,,,0,,Not rated,,"Mithai, Street Food",350
Zizo,,Gurgaon,"Palm Spring Plaza, Sector 54, Gurgaon",,,,,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,,Yes,Yes,,,,3.9,,Good,,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600
Grill King Kabab & Curries,,Gurgaon,"Shop 1, La Mart, La Laguna Society, Golf Course Road, Sector 54, Gurgaon",,,,,"North Indian, Chinese",500,,No,Yes,,,,2.4,,Poor,,"North Indian, Chinese",500
Aarush - A Mediterranean Kitchen,,Gurgaon,"Sector 56, Gurgaon",,,,,Mediterranean,600,,No,No,,,,3.2,,Average,,Mediterranean,600
Blossoms 4 U,,Gurgaon,"A 269, Ground Floor, Sushant Lok 2 , Sector 55, Near Sector 56, Gurgaon",,,,,"Bakery, Desserts",300,,No,Yes,,,,3,,Average,,"Bakery, Desserts",300
Breakfast@60,,Gurgaon,"801, Arihant CGHS, Sector 56, Gurgaon",,,,,"Chinese, North Indian, South Indian, Healthy Food",120,,No,No,,,,3.1,,Average,,"Chinese, North Indian, South Indian, Healthy Food",120
Bunny Burgers,,Gurgaon,"Shop 114-E, HUDA Market, Sector 56, Gurgaon",,,,,"Fast Food, Burger",400,,No,Yes,,,,3.3,,Average,,"Fast Food, Burger",400
Curry Haus,,Gurgaon,"DSS 59, Sector 55, Near Sector 56, Gurgaon",,,,,North Indian,600,,No,Yes,,,,3.1,,Average,,North Indian,600
Droolfi,,Gurgaon,"HUDA Market, Sector 56, Gurgaon",,,,,Desserts,100,,No,No,,,,3,,Average,,Desserts,100
Earthen Spices,,Gurgaon,"7, Sushant Tower, Sushant Lok 2, Sector 56, Gurgaon",,,,,"North Indian, Mughlai, Chinese",600,,No,No,,,,2.7,,Average,,"North Indian, Mughlai, Chinese",600
FatPlates,,Gurgaon,"3, Ground Floor, Sushant Tower, Sector 56, Gurgaon",,,,,North Indian,600,,No,No,,,,3,,Average,,North Indian,600
Food4U!,,Gurgaon,"198-199, Paras Trade Centre, Gwal Pahari, Sector 56, Gurgaon",,,,,"North Indian, Chinese, Street Food",600,,No,Yes,,,,3.2,,Average,,"North Indian, Chinese, Street Food",600
Ghar Ki Handi,,Gurgaon,"Sector 56, Gurgaon",,,,,North Indian,300,,No,No,,,,3,,Average,,North Indian,300
Giani,,Gurgaon,"HUDA Market, Sector 56, Gurgaon",,,,,"Ice Cream, Desserts",300,,No,No,,,,3.2,,Average,,"Ice Cream, Desserts",300
Great Desserts Company,,Gurgaon,"SCO 86, 2nd Floor, District Shopping Centre, Sector 56, Gurgaon",,,,,"Bakery, Desserts",300,,No,No,,,,3.3,,Average,,"Bakery, Desserts",300
Green Chick Chop,,Gurgaon,"Shop 114-E, HUDA Market, Sector 56, Gurgaon",,,,,"Raw Meats, Fast Food",350,,No,No,,,,2.9,,Average,,"Raw Meats, Fast Food",350
Mughlai Treat,,Gurgaon,"26, Ground Floor, Sushant Tower, Sector 56, Gurgaon",,,,,"North Indian, Mughlai",500,,No,No,,,,3.2,,Average,,"North Indian, Mughlai",500
Munch,,Gurgaon,"Sector 56, Gurgaon",,,,,"North Indian, South Indian, Fast Food",700,,No,Yes,,,,3.1,,Average,,"North Indian, South Indian, Fast Food",700
New Spice World,,Gurgaon,"Opposite SBI ATM, Main Huda Market, Sector 56, Gurgaon",,,,,"Chinese, Fast Food",600,,No,No,,,,2.9,,Average,,"Chinese, Fast Food",600
Pure Bliss,,Gurgaon,"SCO 81, HUDA Market, Sector 55, Near Sector 56, Gurgaon",,,,,"North Indian, Chinese",500,,No,No,,,,3,,Average,,"North Indian, Chinese",500
Puskar Raj Momos & Chinese Corner,,Gurgaon,"HUDA Market, Near SBI ATM, Sector 56, Gurgaon",,,,,Chinese,200,,No,No,,,,3,,Average,,Chinese,200
Sai-Yo!,,Gurgaon,"Kiosk 11, District Commercial Center, Sector 56, Gurgaon",,,,,"North Indian, Chinese",650,,No,Yes,,,,3.1,,Average,,"North Indian, Chinese",650
